0,words,frequency
frankfurters,['frankfurters'],1
potted,['potted'],1
potsdamerplatz,['potsdamerplatz'],1
potoato,['potoato'],1
potivite,['potivite'],1
franky,['franky'],1
franny,['franny'],1
frans,['frans'],1
franscesca,['franscesca'],1
potions,['potions'],1
fransciso,['fransciso'],1
potimarron,['potimarron'],1
pothole,['pothole'],1
potency,['potency'],1
franz,['franz'],1
franzoesischestrasse,['franzoesischestrasse'],1
potemtial,['potemtial'],1
frappaccino,['frappaccino'],1
frappacinos,['frappacinos'],1
posturing,['posturing'],1
fraser,['fraser'],1
frasers,['frasers'],1
potter,['potter'],1
potty,['potty'],1
positivdetails,['positivdetails'],1
potzdamerplatz,['potzdamerplatz'],1
pounced,['pounced'],1
franchised,['franchised'],1
franchises,['franchises'],1
francia,['francia'],1
pounce,['pounce'],1
francies,['francies'],1
poulsen,['poulsen'],1
franciscomy,['franciscomy'],1
franciscos,['franciscos'],1
franciscosights,['franciscosights'],1
francisico,['francisico'],1
pouched,['pouched'],1
francisoco,['francisoco'],1
franck,['franck'],1
franco,['franco'],1
pouch,['pouch'],1
francos,['francos'],1
francsco,['francsco'],1
frangelico,['frangelico'],1
potzdammer,['potzdammer'],1
frangipanis,['frangipanis'],1
franglish,['franglish'],1
franigani,['franigani'],1
frash,['frash'],1
frasier,['frasier'],1
posto,['posto'],1
fratboys,['fratboys'],1
fredrichstrabe,['fredrichstrabe'],1
possibilityof,['possibilityof'],1
fredrick,['fredrick'],1
possibile,['possibile'],1
fredrik,['fredrik'],1
possessing,['possessing'],1
freeafternoon,['freeafternoon'],1
freebe,['freebe'],1
possesed,['possesed'],1
positvely,['positvely'],1
positivies,['positivies'],1
freeezing,['freeezing'],1
freeflowing,['freeflowing'],1
positivesthe,['positivesthe'],1
positiveslocation,['positiveslocation'],1
freek,['freek'],1
positiveshotel,['positiveshotel'],1
positives1,['positives1'],1
freephone,['freephone'],1
freequented,['freequented'],1
frees,['frees'],1
freesh,['freesh'],1
freesnacks,['freesnacks'],1
fredric,['fredric'],1
possibiltity,['possibiltity'],1
frederiques,['frederiques'],1
fre,['fre'],1
fratelli,['fratelli'],1
postmodernist,['postmodernist'],1
fraudelent,['fraudelent'],1
postmarked,['postmarked'],1
fraudulently,['fraudulently'],1
fraught,['fraught'],1
postitioned,['postitioned'],1
frazzle,['frazzle'],1
postet,['postet'],1
frazzlement,['frazzlement'],1
freak'en,"[""freak'en""]",1
frederique,['frederique'],1
postdamer,['postdamer'],1
posta,['posta'],1
possitives,['possitives'],1
freakout,['freakout'],1
frech,['frech'],1
frecuenly,['frecuenly'],1
possiblewithout,['possiblewithout'],1
possible2,['possible2'],1
possibl,['possibl'],1
frederick,['frederick'],1
footwork,['footwork'],1
prepares,['prepares'],1
footware,['footware'],1
flinstones,['flinstones'],1
probabbly,['probabbly'],1
flippant,['flippant'],1
proactiveness,['proactiveness'],1
flips,['flips'],1
proabley,['proabley'],1
proabably,['proabably'],1
pro`s,['pro`s'],1
flirts,['flirts'],1
flirty,['flirty'],1
flit,['flit'],1
flitting,['flitting'],1
fll,['fll'],1
fllight,['fllight'],1
flling,['flling'],1
prizeworthy,['prizeworthy'],1
fllor,['fllor'],1
fllorplan,['fllorplan'],1
prixe,['prixe'],1
privlidges,['privlidges'],1
floatable,['floatable'],1
privleges,['privleges'],1
floate,['floate'],1
privilâge,['privil\x8d\x91âge'],1
probable,['probable'],1
probablyto,['probablyto'],1
floaters,['floaters'],1
fling,['fling'],1
flexing,['flexing'],1
flght,['flght'],1
flghts,['flghts'],1
flick,['flick'],1
flicked,['flicked'],1
proble,['proble'],1
flicking,['flicking'],1
probiotic,['probiotic'],1
probelem,['probelem'],1
fliet,['fliet'],1
fligh,['fligh'],1
flighs,['flighs'],1
probed,['probed'],1
flight4,['flight4'],1
flightcrew,['flightcrew'],1
probebly,['probebly'],1
flightthe,['flightthe'],1
fligt,['fligt'],1
flimsey,['flimsey'],1
probationers,['probationers'],1
probalby,['probalby'],1
flinching,['flinching'],1
flinckstraat,['flinckstraat'],1
privillage,['privillage'],1
privilige,['privilige'],1
preplan,['preplan'],1
floorthe,['floorthe'],1
flooting,['flooting'],1
floow,['floow'],1
prissy,['prissy'],1
flophouse,['flophouse'],1
flopping,['flopping'],1
prisons,['prisons'],1
prisoner,['prisoner'],1
prisms,['prisms'],1
prisengracht,['prisengracht'],1
florals,['florals'],1
prise,['prise'],1
priovide,['priovide'],1
priorto,['priorto'],1
florencei,['florencei'],1
prioritize,['prioritize'],1
printouts,['printouts'],1
florentiae,['florentiae'],1
florentian,['florentian'],1
prinsingract,['prinsingract'],1
florentino,['florentino'],1
flores,['flores'],1
prinsengratch,['prinsengratch'],1
flors,['flors'],1
floos,['floos'],1
floorspace,['floorspace'],1
floatiesatmosphere,['floatiesatmosphere'],1
floorshow,['floorshow'],1
priviege,['priviege'],1
privet,['privet'],1
flocking,['flocking'],1
flog,['flog'],1
privelige,['privelige'],1
privelgde,['privelgde'],1
floodligting,['floodligting'],1
privelage,['privelage'],1
flooor,['flooor'],1
flooors,['flooors'],1
floop,['floop'],1
privavcy,['privavcy'],1
floor12am,['floor12am'],1
floorboard,['floorboard'],1
privations,['privations'],1
floorboardsnew,['floorboardsnew'],1
privat,['privat'],1
floorfriendly,['floorfriendly'],1
prius,['prius'],1
floorleft,['floorleft'],1
floormat,['floormat'],1
prity,['prity'],1
pristinely,['pristinely'],1
problem5,['problem5'],1
problemes,['problemes'],1
problemnew,['problemnew'],1
profressional,['profressional'],1
profoundly,['profoundly'],1
profits,['profits'],1
flamencos,['flamencos'],1
flameno,['flameno'],1
flamigos,['flamigos'],1
flaminco,['flaminco'],1
profiteroles,['profiteroles'],1
profiles,['profiles'],1
profiled,['profiled'],1
proficiently,['proficiently'],1
flammable,['flammable'],1
flammatory,['flammatory'],1
proffessionals,['proffessionals'],1
proffesionally,['proffesionally'],1
proffered,['proffered'],1
profeta,['profeta'],1
flapping,['flapping'],1
professsional,['professsional'],1
professorarizona,['professorarizona'],1
professnional,['professnional'],1
professionnels,['professionnels'],1
professionnal,['professionnal'],1
professionaly,['professionaly'],1
flambäed,['flamb\x8f\x91äed'],1
flamboyan,['flamboyan'],1
flexi,['flexi'],1
flambee,['flambee'],1
promiscuous,['promiscuous'],1
prominant,['prominant'],1
prolonged,['prolonged'],1
prolong,['prolong'],1
prolem,['prolem'],1
projectors,['projectors'],1
fixxed,['fixxed'],1
projections,['projections'],1
fizzled,['fizzled'],1
projectile,['projectile'],1
prohibition,['prohibition'],1
prohibiting,['prohibiting'],1
flaco,['flaco'],1
flagarant,['flagarant'],1
progresses,['progresses'],1
programing,['programing'],1
flagrant,['flagrant'],1
programes,['programes'],1
flagstaff,['flagstaff'],1
progeny,['progeny'],1
profuse,['profuse'],1
flamangos,['flamangos'],1
flambe,['flambe'],1
professiona,['professiona'],1
professed,['professed'],1
flasks,['flasks'],1
profesionally,['profesionally'],1
fleabites,['fleabites'],1
fleaced,['fleaced'],1
fleamarket,['fleamarket'],1
processions,['processions'],1
proceedure,['proceedure'],1
fleased,['fleased'],1
flecked,['flecked'],1
proceeding,['proceeding'],1
fledgling,['fledgling'],1
proceeced,['proceeced'],1
proce,['proce'],1
procduce,['procduce'],1
proc,['proc'],1
probrably,['probrably'],1
fleged,['fleged'],1
flemarket,['flemarket'],1
flemeco,['flemeco'],1
fleming,['fleming'],1
flemish,['flemish'],1
flemming,['flemming'],1
problms,['problms'],1
problemwith,['problemwith'],1
problemsnude,['problemsnude'],1
prociutto,['prociutto'],1
proclaims,['proclaims'],1
procrastinated,['procrastinated'],1
flautist,['flautist'],1
flatbread,['flatbread'],1
profesionalism,['profesionalism'],1
flatmate,['flatmate'],1
flatpack,['flatpack'],1
profesianly,['profesianly'],1
profanities,['profanities'],1
prof,['prof'],1
flatters,['flatters'],1
flattery,['flattery'],1
productivity,['productivity'],1
flavio,['flavio'],1
procrastination,['procrastination'],1
productive,['productive'],1
prods,['prods'],1
prodruding,['prodruding'],1
prodominent,['prodominent'],1
prodding,['prodding'],1
procuring,['procuring'],1
flavourful,['flavourful'],1
flavourless,['flavourless'],1
proctologist,['proctologist'],1
procrastinators,['procrastinators'],1
flortentine,['flortentine'],1
prinicipe,['prinicipe'],1
flotation,['flotation'],1
pressurising,['pressurising'],1
pressurevery,['pressurevery'],1
fontainbleu,['fontainbleu'],1
presses,['presses'],1
presser,['presser'],1
pressed5,['pressed5'],1
fonzie,['fonzie'],1
presonally,['presonally'],1
presley,['presley'],1
food=,['food='],1
food=and,['food=and'],1
foodall,['foodall'],1
foodalways,['foodalways'],1
foodan,['foodan'],1
presidentia,['presidentia'],1
foodat,['foodat'],1
foodaverage,['foodaverage'],1
foodbed,['foodbed'],1
foodbefore,['foodbefore'],1
foodbooze,['foodbooze'],1
foodbreakfast,['foodbreakfast'],1
foodcons,['foodcons'],1
fooddelivered,['fooddelivered'],1
foodduring,['foodduring'],1
pressuring,['pressuring'],1
fondling,['fondling'],1
foldy,['foldy'],1
fondled,['fondled'],1
pretentiously,['pretentiously'],1
folie,['folie'],1
pretentiousgood,['pretentiousgood'],1
pretented,['pretented'],1
folklore,['folklore'],1
folklorico,['folklorico'],1
pretensious,['pretensious'],1
folkswho,['folkswho'],1
follies,['follies'],1
followe,['followe'],1
follower,['follower'],1
followign,['followign'],1
preteen,['preteen'],1
pretax,['pretax'],1
pretan,['pretan'],1
presumptuous,['presumptuous'],1
follwed,['follwed'],1
folwing,['folwing'],1
prestative,['prestative'],1
fonctional,['fonctional'],1
prestations,['prestations'],1
pressurized,['pressurized'],1
fondest,['fondest'],1
foodfirstly,['foodfirstly'],1
foodfood,['foodfood'],1
foodhall,['foodhall'],1
presided,['presided'],1
fooling,['fooling'],1
prescribe,['prescribe'],1
prescott,['prescott'],1
presciutto,['presciutto'],1
prescient,['prescient'],1
presant,['presant'],1
prerogative,['prerogative'],1
prerie,['prerie'],1
prerequisite,['prerequisite'],1
prerecorded,['prerecorded'],1
prepurchase,['prepurchase'],1
preprinted,['preprinted'],1
prepred,['prepred'],1
footballers,['footballers'],1
footbath,['footbath'],1
preprared,['preprared'],1
footceilings,['footceilings'],1
footies,['footies'],1
prepped,['prepped'],1
prepositioned,['prepositioned'],1
footprint,['footprint'],1
preplanning,['preplanning'],1
footstep,['footstep'],1
presdential,['presdential'],1
preseason,['preseason'],1
fook,['fook'],1
foodservice,['foodservice'],1
preset,['preset'],1
foodin,['foodin'],1
foodincreadable,['foodincreadable'],1
foodjapenese,['foodjapenese'],1
foodlocation,['foodlocation'],1
foodloved,['foodloved'],1
foodmy,['foodmy'],1
foodok,['foodok'],1
presesnt,['presesnt'],1
foodpoisoning,['foodpoisoning'],1
foodsteak,['foodsteak'],1
foof,['foof'],1
foodsteps,['foodsteps'],1
preservance,['preservance'],1
foodthere,['foodthere'],1
presentnever,['presentnever'],1
presenters,['presenters'],1
presentaion,['presentaion'],1
foodwent,['foodwent'],1
presenation,['presenation'],1
presedenti,['presedenti'],1
food~,['food~'],1
folger,['folger'],1
folds,['folds'],1
pringle,['pringle'],1
pried,['pried'],1
priding,['priding'],1
prics,['prics'],1
fluffiest,['fluffiest'],1
fluffing,['fluffing'],1
prickly,['prickly'],1
fluggi,['fluggi'],1
priciness,['priciness'],1
priceyou,['priceyou'],1
flukes,['flukes'],1
pricewise,['pricewise'],1
flunkies,['flunkies'],1
pricewill,['pricewill'],1
flurishing,['flurishing'],1
flurry,['flurry'],1
pricetravel,['pricetravel'],1
flushconclusion,['flushconclusion'],1
pricethe,['pricethe'],1
flusher,['flusher'],1
pricetag,['pricetag'],1
pricess,['pricess'],1
pricesprices,['pricesprices'],1
pricemy,['pricemy'],1
pricely,['pricely'],1
pridtine,['pridtine'],1
prigent,['prigent'],1
pretext,['pretext'],1
flue,['flue'],1
principes,['principes'],1
principale,['principale'],1
flourescent,['flourescent'],1
princiape,['princiape'],1
flourish,['flourish'],1
flourishes,['flourishes'],1
flovor,['flovor'],1
princeville,['princeville'],1
princessy,['princessy'],1
princesslinda,['princesslinda'],1
princessa,['princessa'],1
floweres,['floweres'],1
princess:1,['princess:1'],1
flowin,['flowin'],1
primier,['primier'],1
primer,['primer'],1
primavera,['primavera'],1
primative,['primative'],1
flroence,['flroence'],1
primates,['primates'],1
primarilyl,['primarilyl'],1
prima,['prima'],1
fluctuates,['fluctuates'],1
pricelines,['pricelines'],1
fluxuated,['fluxuated'],1
priceliners,['priceliners'],1
flyaway,['flyaway'],1
previously~,['previously~'],1
previously8,['previously8'],1
focusses,['focusses'],1
fodor,['fodor'],1
fodors,['fodors'],1
fof,['fof'],1
previou,['previou'],1
foget,['foget'],1
previos,['previos'],1
preventive,['preventive'],1
prevails,['prevails'],1
fogon,['fogon'],1
fogot,['fogot'],1
fogotten,['fogotten'],1
foie,['foie'],1
prevail,['prevail'],1
foir,['foir'],1
pretty~~~~it,['pretty~~~~it'],1
foldabed,['foldabed'],1
prettytake,['prettytake'],1
foldaway,['foldaway'],1
prettymuch,['prettymuch'],1
folders,['folders'],1
focuses,['focuses'],1
prevoiusly,['prevoiusly'],1
prevous,['prevous'],1
fn,['fn'],1
pricefor,['pricefor'],1
flyertalk,['flyertalk'],1
flyes,['flyes'],1
priced2,['priced2'],1
pricecons,['pricecons'],1
pricebad,['pricebad'],1
price=,['price='],1
flyspray,['flyspray'],1
fl,['fl\x8d\x93'],1
price:1,['price:1'],1
fnal,['fnal'],1
prewar,['prewar'],1
fncb,['fncb'],1
fnd,['fnd'],1
price2,['price2'],1
prfect,['prfect'],1
foamed,['foamed'],1
foamy,['foamy'],1
prezzie,['prezzie'],1
fobbed,['fobbed'],1
foc,['foc'],1
prewrite,['prewrite'],1
friendlyfurnishing,['friendlyfurnishing'],1
friendlyhelpful,['friendlyhelpful'],1
poorthere,['poorthere'],1
plams,['plams'],1
gelaterias,['gelaterias'],1
plalapa,['plalapa'],1
gelo,['gelo'],1
plalace,['plalace'],1
gelson,['gelson'],1
plaixa,['plaixa'],1
gemany,['gemany'],1
gemini,['gemini'],1
plaisant,['plaisant'],1
plaintain,['plaintain'],1
genaral,['genaral'],1
genarater,['genarater'],1
gendamenmarkt,['gendamenmarkt'],1
gendarmenmarket,['gendarmenmarket'],1
plainest,['plainest'],1
gendenmarkt,['gendenmarkt'],1
plainer,['plainer'],1
genders,['genders'],1
plaguing,['plaguing'],1
plafond,['plafond'],1
generalise,['generalise'],1
generalization,['generalization'],1
generalized,['generalized'],1
gelaaati,['gelaaati'],1
geison,['geison'],1
generallyupscale,['generallyupscale'],1
geiko,['geiko'],1
gearing,['gearing'],1
gears,['gears'],1
geart,['geart'],1
planne,['planne'],1
geaux,['geaux'],1
gecco,['gecco'],1
gechos,['gechos'],1
plankway,['plankway'],1
geckoes,['geckoes'],1
gedachtniskirche,['gedachtniskirche'],1
gede,['gede'],1
ged,['ged\x8d'],1
geek,['geek'],1
geekos,['geekos'],1
geelong,['geelong'],1
gees,['gees'],1
planeloads,['planeloads'],1
geeted,['geeted'],1
planeload,['planeload'],1
geezer,['geezer'],1
geffen,['geffen'],1
gegenes,['gegenes'],1
geidy,['geidy'],1
plaenty,['plaenty'],1
generalthere,['generalthere'],1
pleasantness,['pleasantness'],1
genorously,['genorously'],1
genrally,['genrally'],1
placated,['placated'],1
pkg,['pkg'],1
pk,['pk'],1
gentelman,['gentelman'],1
piëù,['piëù'],1
genteman,['genteman'],1
gentillesse,['gentillesse'],1
pizzinis,['pizzinis'],1
pizzetta,['pizzetta'],1
pizzera,['pizzera'],1
gentler,['gentler'],1
pizzaok,['pizzaok'],1
pizzale,['pizzale'],1
pizzahut,['pizzahut'],1
pizz,['pizz'],1
pix,['pix'],1
genuinly,['genuinly'],1
pivot,['pivot'],1
geoge,['geoge'],1
geogously,['geogously'],1
pivately,['pivately'],1
pitza,['pitza'],1
genously,['genously'],1
genorosity,['genorosity'],1
generaly,['generaly'],1
genoa,['genoa'],1
pladdium,['pladdium'],1
placya,['placya'],1
generates,['generates'],1
generating,['generating'],1
placr,['placr'],1
generational,['generational'],1
placewe,['placewe'],1
places`are,['places`are'],1
placer,['placer'],1
placemats,['placemats'],1
generosity,['generosity'],1
placees,['placees'],1
generouscontinental,['generouscontinental'],1
place:1,['place:1'],1
genes,['genes'],1
geneva,['geneva'],1
genie,['genie'],1
genitals,['genitals'],1
geniune,['geniune'],1
placce,['placce'],1
genki,['genki'],1
genlteman,['genlteman'],1
gennarini,['gennarini'],1
planters,['planters'],1
geahry,['geahry'],1
ge,['ge'],1
playtime,['playtime'],1
playsthe,['playsthe'],1
playstation2,['playstation2'],1
gastrointestinal,['gastrointestinal'],1
gastrointestional,['gastrointestional'],1
gastromomic,['gastromomic'],1
gastronomical,['gastronomical'],1
gastronomy,['gastronomy'],1
gasworks,['gasworks'],1
gasx,['gasx'],1
gate1,['gate1'],1
gateaux,['gateaux'],1
gateaways,['gateaways'],1
playmakers,['playmakers'],1
player5,['player5'],1
playd,['playd'],1
playbill,['playbill'],1
playable,['playable'],1
plave,['plave'],1
gatherings,['gatherings'],1
gathers,['gathers'],1
gatineau,['gatineau'],1
gatlinburg,['gatlinburg'],1
gator,['gator'],1
playthings,['playthings'],1
gassy,['gassy'],1
gdns,['gdns'],1
gassimes,['gassimes'],1
garmets,['garmets'],1
garner,['garner'],1
pleasanthotel,['pleasanthotel'],1
garni,['garni'],1
pleasantbeach,['pleasantbeach'],1
pleasant4,['pleasant4'],1
garrett,['garrett'],1
garrison,['garrison'],1
pleasannt,['pleasannt'],1
pleas,['pleas'],1
gartens,['gartens'],1
garter,['garter'],1
pleantyfull,['pleantyfull'],1
pleant,['pleant'],1
pleaent,['pleaent'],1
gasha,['gasha'],1
gasho,['gasho'],1
pleaant,['pleaant'],1
gasket,['gasket'],1
plea,['plea'],1
gaspä,['gasp\x8f\x91ä'],1
plazabad,['plazabad'],1
gassime,['gassime'],1
plava,['plava'],1
gatorades,['gatorades'],1
gatoraide,['gatoraide'],1
gators,['gators'],1
gaving,['gaving'],1
gawd,['gawd'],1
plateau,['plateau'],1
gawping,['gawping'],1
plasticky,['plasticky'],1
gaylang,['gaylang'],1
plasticity,['plasticity'],1
gazapcho,['gazapcho'],1
plasterplugs,['plasterplugs'],1
plastering,['plastering'],1
plasterers,['plasterers'],1
plasic,['plasic'],1
gazeebo,['gazeebo'],1
plasa,['plasa'],1
gazpacho,['gazpacho'],1
gazzebo,['gazzebo'],1
gbb,['gbb'],1
plantinum,['plantinum'],1
gbp60,['gbp60'],1
gbp65,['gbp65'],1
gc,['gc'],1
gday,['gday'],1
gdg,['gdg'],1
gavin,['gavin'],1
plateful,['plateful'],1
gauzy,['gauzy'],1
platininum,['platininum'],1
gatos,['gatos'],1
plaudits,['plaudits'],1
gatto,['gatto'],1
gatwich,['gatwich'],1
platuim,['platuim'],1
gauchos,['gauchos'],1
plato,['plato'],1
gaudis,['gaudis'],1
platium,['platium'],1
gaudys,['gaudys'],1
gauged,['gauged'],1
platefuls,['platefuls'],1
gauges,['gauges'],1
gauguin,['gauguin'],1
plating,['plating'],1
gaulles,['gaulles'],1
gault,['gault'],1
platimum,['platimum'],1
platic,['platic'],1
gaurantees,['gaurantees'],1
gaurded,['gaurded'],1
gaurenteed,['gaurenteed'],1
pityfully,['pityfully'],1
pittyful,['pittyful'],1
geologist,['geologist'],1
gillow,['gillow'],1
pier1,['pier1'],1
gim,['gim'],1
gimigano,['gimigano'],1
piecemealed,['piecemealed'],1
giminano,['giminano'],1
gimingano,['gimingano'],1
giminiano,['giminiano'],1
piecefull,['piecefull'],1
gimmicky,['gimmicky'],1
gimmy,['gimmy'],1
pieceful,['pieceful'],1
piddling,['piddling'],1
ginaz,['ginaz'],1
picutres,['picutres'],1
gingerale,['gingerale'],1
picutre,['picutre'],1
ginnyfyris,['ginnyfyris'],1
picures,['picures'],1
gins,['gins'],1
picual,['picual'],1
picturing,['picturing'],1
pictureson,['pictureson'],1
giorno,['giorno'],1
